study,date,researcher,country,site,religion,subject_id,subject_gender,subject_age,subject_job,subject_schedule,subject_livedhere,subject_lang,subject_marital,subject_hs,subject_liveswith,servicesperweek,specialrole,hurtwfeelings_anger,hurtwthoughts_anger,healtheffectbyproxy_anger,hurtviaspirit_anger,helpwthoughts_caring,helpviaspirit_caring,healtheffectbyproxy_caring,hurtwfeelings_envy,hurtwthoughts_envy,hurtviaspirit_envy,thoughtsharmppldirectly,spiritsusethoughtsharm,childexp_abs,forgetsurrounding_abs,poeticlanguage_abs,starepicture_abs,mindenvelopworld_abs,cloudshapes_abs,vividdaydream_abs,mysticalexp_abs,stepoutsidemyself_abs,textures_abs,doublyreal_abs,caughtupinmusic_abs,heavybody_abs,sensepresence_abs,woodfireimagine_abs,immersednature_abs,colormeaning_abs,wanderthoughtstask_abs,clearpastexp_abs,meaninglesstoothers_abs,actinginplay_abs,visualthoughts_abs,delightsmallthings_abs,organmusic_abs,changenoise_abs,vividsmellmemories_abs,synesthesiasound_abs,predictwords_abs,physicalmemories_abs,fascinatingvoice_abs,invisiblepresence_abs,sponthoughtsimages_abs,synesthesiasmell_abs,emosunset_abs,godviapeople,godviascript,godviamind,godvoxaloud,godcommpics,godviavisions,godviadreams,godguideviaknowing,godguideviasensations,godviabodyexperiences,godsenseplaceinbody,godviatouch,godviasmell,neartangiblegod,presencenotgod,presencedemon,beingentbody,seehearnotgod,whitelight,trmblshakespirtpwr,rushofspiritpwr,intenseemospiritpwr,timeslowpray,mindspiritexitbody,humanshapeshift,spiritbeingencounter,sleepparalysis,voxwhenalone,seethingscornereye
study 1,2017-04-06,JBrahinsky,US,rural,local,99263,Female,46,IT Project Mgr,43317,10,Eng,Married,Yes,"Child,Spouse",1,1,3,0,0,0,2,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
study 1,2017-04-27,Emng,China,rural,charismatic,99264,Male,70,Preacher,Several Days A Week,Born And Raised,Henan Dialect,Married,No,"Spouse,Other relatives",2+,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0
study 1,2017-04-06,JBrahinsky,US,rural,charismatic,99265,Female,41,Hospital Dispatcher,43288,39,Eng,Married,Yes,"Multiple children,Spouse",1,0,3,0,1,0,0,NA,0,0,0,NA,NA,NA,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0.5
study 1,2017-03-22,Faulino,Thailand,urban,local,99266,Male,43,Unstable hours,Business Artist Etc,Unclear,Thai,Married,Yes,"Child,Spouse",2-3/month,0,1,0,3,1,3,0,0,3,2,2,3,3,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,NA,0,1,0,1,0,1,1,1,1,1,NA,1,NA,NA
study 1,NA,Jdulin,Ghana,urban,charismatic,99267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,2,2,1,NA,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study 1,2017-02-22,Jdulin,Ghana,urban,charismatic,99268,Male,39,Psychiatric Nurse Clinical Coordinator,40,14,Ga Ans English,Married,Yes,"Spouse,Child",2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0
study 1,2017-04-06,JBrahinsky,US,rural,charismatic,99269,Female,37,School Counselor,43316,13,Eng,Married,Yes,"Multiple children,Spouse",1,0,3,1,0,0,1,0,1,1,1,0,1,NA,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
study 1,2017-08-11,Rsmith,Vanuatu,rural,local,99270,Male,56,NA,NA,"Whole Life Bunlap, Randoa",Sa,Maret finis (Married),No only 3y primary,man o woman blong yu (Spouse),NA,1,1,0,2,2,NA,1,3,2,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1
study 1,2017-10-08,JBrahinsky,US,urban,charismatic,99271,Female,30,Family Support School District,43348,30,Eng,Single,Yes,Mother,2,1,NA,0,0,2,0,0,NA,NA,0,NA,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1
study 1,2017-03-07,Rsmith,Vanuatu,urban,charismatic,99272,Female,72,"Garden, Before Nurse",N/a,1966,Tongoa-nakanamanga,Wido (Widowed),No,"sam pikinini (Multiple children),i bitim 5 (Lives with over 5 people)",Sunday,1,2,1,1,1,0,0,2,3,3,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
study 1,2017-07-18,VDzokoto,Ghana,rural,charismatic,99273,Male,29,Teacher,6,5 Years,"Fante, English",Widowed Woho kafo efi mu,Yes Nyew,Friendly/ roommate menye ayÉ”nkofo tse,4,1,3,3,1,2,3,2,2,2,2,0,2,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0.5,1,0,NA,0,1
study 1,2017-06-13,Jdulin,Ghana,urban,local,99274,Male,29,Traditionalist,11hours,29,Fante,Single,No,Friends/roommates,Everyday,1,1,1,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
study 1,2017-04-11,Faulino,Thailand,rural,local,99275,Female,47,Unstable hours,None,"Born CD, Worked Away",Northern,"Divorced,Single",Yes,"Lives with over 5 people,Other relatives,Multiple children",NA.,0,NA,0,0,0,3,0,2,2,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.5,1
study 1,2017-07-14,VDzokoto,Ghana,rural,local,99276,Male,51,Okomfo And Farmer,Unstable Hours,51 Years,Fante,Married Ana aware,No Oho/ dabi,Lives with over 5 people NkorÉ”fo a wÉ”bor enum tse,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
study 1,2017-04-08,Faulino,Thailand,rural,local,99277,Female,45,Stable hours,Teacher,9'years,Northern Thai,Divorced,Yes,"Multiple children,Partner",O / Teaches At Temple Though So 5x,0,1,0,0,1,2,NA,0,2,0,2,NA,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0.5,1,1,0.5,1,0,0,1,1,1
study 1,2017-10-08,JBrahinsky,US,urban,charismatic,99278,Female,38,Projecr Mgr,43379,12,NA,Single,Yes,Lives alone,3,NA,0,0,1,1,0,0,1,NA,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0.5,0,0,1,0,1
study 1,2017-06-12,Faulino,Thailand,urban,charismatic,99279,Male,40,Unstable hours,Thai Amway Real Estate,Life,Northern & Thai,Married,Yes,"Child,Spouse,Other relatives",4,1,1,0,0,1,0,0,3,0,0,3,1,2,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
study 1,2017-07-24,Faulino,Thailand,urban,local,99280,Female,28,Unstable hours,Graphic Design,Life,Northern,Single,Yes,"Mother,Father",Rare,0,0,0,2,0,0,0,2,2,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,1
study 1,2017-08-18,Emng,China,urban,charismatic,99281,Male,45,Tech Investment,Unstable,18,Jiangsu Dialect,Married,Yes,"Child,Spouse",43134,0,1,1,0,3,0,1,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0,1,0,NA,1,0,0,0,0,1,0,NA,0,0,1,0,1,1,0,0,0,1,1,0
study 1,2017-02-23,Jdulin,Ghana,urban,charismatic,99282,Female,30,Psychiatric,48,9,Ewe Twi Ga,Single,Yes,Lives alone,3,1,3,0,0,0,0,0,0,2,0,2,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0.5,1,1
study 1,2018-03-29,JBrahinsky,US,urban,local,99283,Female,43,Photographer,NA,7.5,Eng,Married,Yes,"Child,Spouse",1,0,2,0,0,0,1,0,2,0,0,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.5,0,0,0,0,0,1,1,0,0,0.5,0,0,0,1
study 1,2017-03-07,Faulino,Thailand,urban,charismatic,99284,Male,38,Unstable hours,Staff ALL Church,16 Years,Northern Thai,Engaged,Yes,Lives alone,All Day Everyday,1,NA,0,0,0,3,0,2,0,0,3,0,3,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
study 1,2017-08-29,Faulino,Thailand,urban,local,99285,Female,51,Unstable hours,"Concrete, Psych Nurse, Vo",Life,Northern Thai,Married,Yes,Spouse,At Leqst 2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,NA,0,0,1,1,0,1,0,1,NA,0,1,1,NA,0,0,0,1,1,0,1,0,0.5,NA,0,0,0,0
study 1,2017-03-23,Emng,China,urban,charismatic,99286,Female,34,Freelance/unemployed (formerly Marketing,None Officially,Born Shanghai,Shanghainese,Married,Yes,"Friends/roommates,Spouse",3,1,1,1,1,1,0,NA,1,3,3,3,3,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0.5,0.5,0,0,0.5,1,1,1,1,0,0,0,0,1,1
study 1,2017-08-17,Rsmith,Vanuatu,rural,local,99287,Male,80,NA,NA,Whole Life,Sa Bunlap,Maret finis (Married),No schooling,man o woman blong yu (Spouse),NA,1,1,0,1,1,NA,0,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,NA,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
study 1,2017-04-06,JBrahinsky,US,rural,local,99288,Female,43,Admin Asst,730-430,43?,Eng,Divorced,Yes,Multiple children,1,0,2,2,0,0,2,2,2,2,2,0,NA,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0.5,1,1,0,0,0,0,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
study 1,2017-07-04,VDzokoto,Ghana,rural,local,99289,Female,40,Farmer and Okomfo,"Farming 7-3, Okomfo Work Varies",40 Years,Fante,Divorced Egyae aware,No Oho/ dabi,Multiple children Menye mbofra pii tse,"Okomfo, Activity As Needed, Group Activity Varies",1,1,1,0,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0
study 1,2017-04-18,Faulino,Thailand,rural,local,99290,Female,42,Unstable hours,Plus Volunteer,20 Years,Northern And Central Thai,Divorced,Yes,Child,Several Times Per Year,0,1,0,1,1,3,3,2,2,2,1,2,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
study 1,2018-03-22,JBrahinsky,US,urban,charismatic,99291,Female,48,RN Psych Ward,43348,48,Eng,Married,Yes,Spouse,1,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0.5,0,0,0,1,0,1,1,0,0,0,0,0.5,0
study 1,2017-07-14,VDzokoto,Ghana,rural,local,99292,Male,52,Farmer And Obrafo,7 Hrs a day,52,Fante,Married Ana aware,No Oho/ dabi,Multiple children Menye mbofra pii tse,Varies,1,1,1,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
study 1,2017-10-07,JBrahinsky,US,urban,local,99293,Female,37,Google Data Analyst,43317,37,Eng,Married,Yes,"Child,Spouse",1,0,2,0,0,0,NA,0,2,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.5,0,1,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0
study 1,2017-03-14,Jdulin,Ghana,urban,charismatic,99294,Female,28,Beatishion,6 Hours,11 Years,Ewe,Single,No,"Mother,Child",3,1,3,3,2,2,3,2,2,3,3,3,3,3,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1
study 1,2017-10-07,JBrahinsky,US,urban,local,99295,Male,31,Tech Support,43348,10,Eng,Engaged,Yes,"Mother,Father",1,0,2,0,0,0,1,0,1,2,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
study 1,2017-03-21,Faulino,Thailand,urban,local,99296,Male,40,Unstable hours,Photographer,5 Years,Isaan,Single,Yes,Lives alone,N/a - Go To Temples For Relax Or Photos,NA,NA,0,0,0,1,0,NA,0,0,NA,NA,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.5,1,1,1,1,1,1,1,NA,1,1,1,1,0,0,0,1,0,1,1,0.5,0,0,1,1,1,1
study 1,2017-08-18,Rsmith,Vanuatu,rural,local,99297,Male,40,NA,NA,Whole Life,Sa,Maret finis (Married),No schooling,"man o woman blong yu (Spouse),sam pikinini (Multiple children)",NA,1,1,0,2,3,NA,1,NA,2,0,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,NA,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0
study 1,2017-03-18,Faulino,Thailand,urban,local,99298,Female,29,Unstable hours,Research,10 Years,Country,Single,Yes,Lives alone,3x/month,0,1,1,1,1,3,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
study 1,2017-07-27,Faulino,Thailand,urban,local,99299,Male,37,Unstable hours,Artist,Xx,Thai,Engaged,Yes,Other relatives,1,NA,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0.5,0,0,1,1,0,0,0,1,0,1
study 1,2017-08-11,Rsmith,Vanuatu,rural,local,99300,Male,30,N/a,N/a,Whole Life,Sa,Maret finis (Married),No schooling,"sam pikinini (Multiple children),man o woman blong yu (Spouse),aotsaet family (Other relatives)",N/a,1,3,1,2,1,0,0,2,1,0,2,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0.5,0,0,1,1,NA,NA,NA,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
study 1,2017-04-26,Jdulin,Ghana,urban,local,99301,Female,22,Traditionalist And Trader,43117,4,Twi And Later Fante,Single,No,Lives alone,7,1,1,1,1,2,0,3,1,2,1,1,2,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1
study 1,2017-04-01,Emng,China,urban,charismatic,99302,Male,44,Commercial Photographer,Flexible,16 Years,Mandarin,Married,Yes,Father,1 Or Less,0,3,0,0,0,1,1,0,3,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
study 1,2017-10-07,JBrahinsky,US,urban,local,99303,Female,44,Exec Asst,30,10,Eng,Married,Yes,"Spouse,Multiple children",1,1,3,0,0,0,2,3,2,2,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5
study 1,2017-04-26,JBrahinsky,US,rural,local,99304,Male,42,Farmer Melons,Early,4,Eng,Married,Yes,"Spouse,Multiple children",1,1,3,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
study 1,2017-04-30,Emng,China,rural,charismatic,99305,Male,46,None,None,8 Years,Henan Dialect,Single,No,Lives alone,2+,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,1,0,0
study 1,2017-05-06,Emng,China,rural,charismatic,99306,Female,64,None,None,40+ Years,Henan Dialect,Married,No,"Other relatives,Spouse",2,0,1,0,0,0,0,1,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
study 1,2018-03-29,JBrahinsky,US,urban,local,99307,Female,28,Adjunct,43347,28,Eng,Engaged,Yes,Spouse,1,1,2,0,0,0,0,1,0,2,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
study 1,2017-04-06,JBrahinsky,US,rural,charismatic,99308,Female,21,Nursing Asst,430-730,21,Eng,Single,Yes,"Mother,Father,Sibling(s)",1,1,3,0,0,0,0,NA,0,0,0,2,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5,0
study 1,2017-04-04,Faulino,Thailand,rural,charismatic,99309,Female,38,Unstable hours,Volunteer,6 Years,Northern Thai,Married,Yes,"Child,Spouse","Now Less, Peak 3x Week",1,3,0,0,1,3,1,1,3,0,1,0,2,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1
study 1,2017-07-24,Faulino,Thailand,urban,local,99310,Female,47,Unstable hours,Cafe,1 Year + 10 Chiang Mai,Isaan Thai,Divorced,Yes,Lives alone,Daily,1,3,2,2,0,NA,0,3,NA,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0.5,1,0,1,0,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
study 1,2017-03-09,Rsmith,Vanuatu,urban,charismatic,99311,Female,52,Volunteer Healer,"Everyday, 24 Hrs",1980s.,Lenakel,Maret finis (Married),No 2 years primary,"man o woman blong yu (Spouse),gelfren o boyfren (Partner),wan pikinini (Child),aotsaet family (Other relatives),i bitim 5 (Lives with over 5 people)",Everyday,1,1,1,NA,2,0,NA,3,2,0,NA,2,2,0,0,NA,NA,NA,0,0,1,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,1,0,1,1,1,1,0.5,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0
study 1,2017-03-15,Rsmith,Vanuatu,urban,local,99312,Female,57,"Housewife, Babysitter",N/a,Over 30,Mataso,"Maret finis (Married),Wido (Widowed)",No,sam pikinini (Multiple children),Several Times,1,1,1,1,1,0,3,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,NA,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
study 1,2017-04-21,Emng,China,urban,charismatic,99313,Female,38,Architectural Engineering,Stable,15 Years,Hubei Dialect,Single,Yes,Mother,43102,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0
study 1,2017-02-20,JBrahinsky,US,rural,charismatic,99314,Male,49,Social Worker,43348,19,Spanish,Married,Yes,"Spouse,Multiple children",1,0,2,0,0,0,0,2,2,0,0,2,2,2,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
study 1,2017-05-12,JBrahinsky,US,urban,charismatic,99315,Female,50,Chef,745-315,50,Eng,Single,Yes,Mother,3,0,2,0,NA,0,1,NA,NA,2,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
study 1,2017-02-21,Emng,China,rural,charismatic,99316,Male,33,"Preacher, Seminary Teacher",All Day 6 Days A Week,Since Born,Nanyang Dialect,Married,Yes,"Spouse,Multiple children","1, Away At Seminary Now",1,1,0,0,1,0,NA,1,NA,0,1,1,NA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
